ID,Дата проведения матча,Команда Силы Света,Команда Силы Тьмы,Победитель,Победившая сторона
5442,2020-08-07,Gaimin Gladiators,Team Liquid,Gaimin Gladiators,Силы света
5443,2020-09-20,BetBoom Team,Tundra Esports,Tundra Esports,Силы тьмы
5444,2021-06-10,Xtreme Gaming,Parivision,Parivision,Силы тьмы
5445,2021-02-24,Heroic,Team Liquid,Heroic,Силы света
5446,2022-01-17,Team Liquid,Azure Ray,Azure Ray,Силы тьмы
5447,2023-01-18,Tundra Esports,Team Spirit,Team Spirit,Силы тьмы
5448,2021-11-29,Heroic,Tundra Esports,Tundra Esports,Силы тьмы
5449,2020-10-20,Shopify Rebellion,Heroic,Heroic,Силы тьмы
5450,2022-08-03,Team Spirit,BetBoom Team,Team Spirit,Силы света
5451,2020-08-09,Tundra Esports,Team Spirit,Tundra Esports,Силы света
5452,2020-02-14,Gaimin Gladiators,Shopify Rebellion,Shopify Rebellion,Силы тьмы
5453,2020-10-16,Parivision,Xtreme Gaming,Xtreme Gaming,Силы тьмы
5454,2021-01-25,Shopify Rebellion,Team Liquid,Shopify Rebellion,Силы света
5455,2020-03-06,Parivision,Team Spirit,Team Spirit,Силы тьмы
5456,2021-09-11,BetBoom Team,Gaimin Gladiators,Gaimin Gladiators,Силы тьмы
5457,2022-05-09,Shopify Rebellion,Xtreme Gaming,Shopify Rebellion,Силы света
5458,2023-12-20,Tundra Esports,BetBoom Team,BetBoom Team,Силы тьмы
5459,2022-12-15,BetBoom Team,Tundra Esports,Tundra Esports,Силы тьмы
5460,2023-11-05,Parivision,Gaimin Gladiators,Parivision,Силы света
5461,2021-08-31,Team Spirit,Team Liquid,Team Liquid,Силы тьмы
5462,2020-08-01,Team Liquid,Tundra Esports,Tundra Esports,Силы тьмы
5463,2021-02-01,Heroic,Shopify Rebellion,Heroic,Силы света
5464,2022-07-13,Team Liquid,Tundra Esports,Team Liquid,Силы света
5465,2023-11-11,Tundra Esports,Gaimin Gladiators,Tundra Esports,Силы света
5466,2022-03-25,Parivision,Azure Ray,Parivision,Силы света
5467,2023-09-13,Xtreme Gaming,Shopify Rebellion,Xtreme Gaming,Силы света
5468,2022-04-23,BetBoom Team,Team Spirit,Team Spirit,Силы тьмы
5469,2021-01-17,Shopify Rebellion,Parivision,Parivision,Силы тьмы
5470,2021-11-07,Parivision,Azure Ray,Azure Ray,Силы тьмы
5471,2023-02-18,Tundra Esports,Azure Ray,Tundra Esports,Силы света
5472,2021-10-10,Azure Ray,BetBoom Team,Azure Ray,Силы света
5473,2022-01-30,Team Liquid,Tundra Esports,Tundra Esports,Силы тьмы
5474,2021-09-14,Shopify Rebellion,Heroic,Heroic,Силы тьмы
5475,2020-09-25,Gaimin Gladiators,Tundra Esports,Tundra Esports,Силы тьмы
5476,2020-04-21,Heroic,Xtreme Gaming,Xtreme Gaming,Силы тьмы
5477,2022-09-17,Tundra Esports,Gaimin Gladiators,Tundra Esports,Силы света
5478,2022-10-20,Tundra Esports,Parivision,Tundra Esports,Силы света
5479,2020-02-10,Team Liquid,Azure Ray,Team Liquid,Силы света
5480,2022-07-17,Heroic,Tundra Esports,Heroic,Силы света
5481,2022-06-28,Heroic,Shopify Rebellion,Shopify Rebellion,Силы тьмы
5482,2021-11-13,Tundra Esports,Gaimin Gladiators,Tundra Esports,Силы света
5483,2022-04-18,BetBoom Team,Azure Ray,Azure Ray,Силы тьмы
5484,2020-04-03,Team Spirit,Gaimin Gladiators,Team Spirit,Силы света
5485,2023-06-26,Xtreme Gaming,BetBoom Team,Xtreme Gaming,Силы света
5486,2020-10-18,Parivision,Tundra Esports,Tundra Esports,Силы тьмы
5487,2021-12-06,Xtreme Gaming,Gaimin Gladiators,Gaimin Gladiators,Силы тьмы
5488,2021-01-21,Gaimin Gladiators,BetBoom Team,Gaimin Gladiators,Силы света
5489,2023-12-12,Parivision,BetBoom Team,Parivision,Силы света
5490,2023-08-21,Team Liquid,Shopify Rebellion,Team Liquid,Силы света
5491,2021-11-12,Parivision,BetBoom Team,BetBoom Team,Силы тьмы
5492,2020-02-16,Xtreme Gaming,Team Liquid,Team Liquid,Силы тьмы
5493,2022-11-11,Parivision,Azure Ray,Azure Ray,Силы тьмы
5494,2020-08-25,Shopify Rebellion,Tundra Esports,Tundra Esports,Силы тьмы
5495,2021-04-10,Shopify Rebellion,Team Liquid,Shopify Rebellion,Силы света
5496,2021-09-17,BetBoom Team,Tundra Esports,Tundra Esports,Силы тьмы
5497,2022-05-23,Shopify Rebellion,Xtreme Gaming,Xtreme Gaming,Силы тьмы
5498,2023-06-26,Parivision,Shopify Rebellion,Shopify Rebellion,Силы тьмы
5499,2022-10-06,Shopify Rebellion,Heroic,Shopify Rebellion,Силы света
5500,2020-08-25,Shopify Rebellion,Gaimin Gladiators,Shopify Rebellion,Силы света
5501,2021-07-30,Team Liquid,Parivision,Team Liquid,Силы света
5502,2022-07-10,Azure Ray,Shopify Rebellion,Azure Ray,Силы света
5503,2022-06-21,Parivision,BetBoom Team,Parivision,Силы света
5504,2022-04-24,Team Spirit,Team Liquid,Team Spirit,Силы света
5505,2020-11-17,Team Liquid,Shopify Rebellion,Team Liquid,Силы света
5506,2021-04-14,Tundra Esports,Parivision,Tundra Esports,Силы света
5507,2021-10-15,Team Liquid,Heroic,Heroic,Силы тьмы
5508,2023-04-17,BetBoom Team,Gaimin Gladiators,BetBoom Team,Силы света
5509,2022-06-03,Heroic,Team Liquid,Team Liquid,Силы тьмы
5510,2021-07-15,Heroic,Shopify Rebellion,Heroic,Силы света
5511,2022-05-20,Team Spirit,Shopify Rebellion,Shopify Rebellion,Силы тьмы
5512,2021-02-18,Tundra Esports,Heroic,Heroic,Силы тьмы
5513,2020-02-13,Gaimin Gladiators,Parivision,Parivision,Силы тьмы
5514,2023-09-14,Team Spirit,Xtreme Gaming,Team Spirit,Силы света
5515,2020-09-20,Tundra Esports,Team Spirit,Tundra Esports,Силы света
5516,2020-12-16,Team Spirit,Heroic,Team Spirit,Силы света
5517,2022-01-02,Team Spirit,Tundra Esports,Tundra Esports,Силы тьмы
5518,2021-02-02,Azure Ray,BetBoom Team,BetBoom Team,Силы тьмы
5519,2020-06-29,Azure Ray,Parivision,Azure Ray,Силы света
5520,2023-04-13,Gaimin Gladiators,Shopify Rebellion,Shopify Rebellion,Силы тьмы
5521,2020-06-06,Team Liquid,BetBoom Team,Team Liquid,Силы света
5522,2021-05-02,Shopify Rebellion,Gaimin Gladiators,Shopify Rebellion,Силы света
5523,2020-01-28,Team Liquid,Shopify Rebellion,Shopify Rebellion,Силы тьмы
5524,2023-06-12,Xtreme Gaming,Team Spirit,Team Spirit,Силы тьмы
5525,2022-03-19,Gaimin Gladiators,Team Spirit,Team Spirit,Силы тьмы
5526,2022-03-10,Parivision,Gaimin Gladiators,Gaimin Gladiators,Силы тьмы
5527,2023-06-11,BetBoom Team,Team Spirit,Team Spirit,Силы тьмы
5528,2023-10-01,Azure Ray,Tundra Esports,Azure Ray,Силы света
5529,2021-06-01,Heroic,Tundra Esports,Tundra Esports,Силы тьмы
5530,2021-03-05,Parivision,Team Spirit,Team Spirit,Силы тьмы
5531,2020-08-06,Parivision,Xtreme Gaming,Parivision,Силы света
5532,2023-12-04,Azure Ray,Team Spirit,Team Spirit,Силы тьмы
5533,2023-12-03,Azure Ray,Tundra Esports,Tundra Esports,Силы тьмы
5534,2023-09-22,Shopify Rebellion,Team Spirit,Shopify Rebellion,Силы света
5535,2020-01-05,Tundra Esports,Azure Ray,Azure Ray,Силы тьмы
5536,2022-04-03,Xtreme Gaming,Parivision,Xtreme Gaming,Силы света
5537,2022-07-06,Gaimin Gladiators,Team Liquid,Gaimin Gladiators,Силы света
5538,2020-06-20,Team Spirit,Azure Ray,Team Spirit,Силы света
5539,2020-08-20,Gaimin Gladiators,BetBoom Team,Gaimin Gladiators,Силы света
5540,2021-03-11,Team Liquid,Azure Ray,Team Liquid,Силы света
5541,2020-04-25,Team Spirit,Tundra Esports,Team Spirit,Силы света
5542,2022-12-23,Gaimin Gladiators,Heroic,Gaimin Gladiators,Силы света
5543,2023-03-29,Team Liquid,Tundra Esports,Team Liquid,Силы света
5544,2023-09-11,Parivision,Tundra Esports,Tundra Esports,Силы тьмы
5545,2022-11-26,Team Spirit,Gaimin Gladiators,Team Spirit,Силы света
5546,2022-10-30,Heroic,Team Spirit,Heroic,Силы света
5547,2020-07-21,Azure Ray,Xtreme Gaming,Xtreme Gaming,Силы тьмы
5548,2020-02-27,BetBoom Team,Parivision,BetBoom Team,Силы света
5549,2023-01-14,Azure Ray,Gaimin Gladiators,Gaimin Gladiators,Силы тьмы
5550,2023-07-17,Gaimin Gladiators,Azure Ray,Gaimin Gladiators,Силы света
5551,2021-07-19,Xtreme Gaming,BetBoom Team,BetBoom Team,Силы тьмы
5552,2020-11-22,Parivision,Azure Ray,Azure Ray,Силы тьмы
5553,2020-06-05,BetBoom Team,Shopify Rebellion,BetBoom Team,Силы света
5554,2021-02-21,Parivision,Tundra Esports,Parivision,Силы света
5555,2022-01-14,BetBoom Team,Tundra Esports,BetBoom Team,Силы света
5556,2022-12-12,Tundra Esports,Shopify Rebellion,Tundra Esports,Силы света
5557,2021-05-22,Gaimin Gladiators,Team Liquid,Team Liquid,Силы тьмы
5558,2023-03-10,Team Liquid,Team Spirit,Team Liquid,Силы света
5559,2023-05-20,Heroic,Team Spirit,Heroic,Силы света
5560,2021-02-08,Parivision,Team Liquid,Team Liquid,Силы тьмы
5561,2023-02-09,Xtreme Gaming,Gaimin Gladiators,Gaimin Gladiators,Силы тьмы
5562,2020-07-21,Heroic,BetBoom Team,BetBoom Team,Силы тьмы
5563,2020-07-22,Shopify Rebellion,Azure Ray,Azure Ray,Силы тьмы
5564,2020-12-17,Team Spirit,Team Liquid,Team Spirit,Силы света
5565,2021-02-08,BetBoom Team,Heroic,BetBoom Team,Силы света
5566,2022-04-24,Team Spirit,Tundra Esports,Tundra Esports,Силы тьмы
5567,2020-04-26,Azure Ray,Tundra Esports,Tundra Esports,Силы тьмы
5568,2020-03-09,Heroic,Parivision,Heroic,Силы света
5569,2023-04-04,BetBoom Team,Tundra Esports,Tundra Esports,Силы тьмы
5570,2020-09-21,Team Liquid,Heroic,Heroic,Силы тьмы
5571,2020-07-12,Team Spirit,Xtreme Gaming,Team Spirit,Силы света
5572,2021-08-03,Parivision,Gaimin Gladiators,Parivision,Силы света
5573,2023-10-04,Team Spirit,Gaimin Gladiators,Gaimin Gladiators,Силы тьмы
5574,2023-05-09,Xtreme Gaming,Tundra Esports,Tundra Esports,Силы тьмы
5575,2023-08-15,Xtreme Gaming,Team Liquid,Team Liquid,Силы тьмы
5576,2020-09-20,Tundra Esports,Heroic,Tundra Esports,Силы света
5577,2020-04-26,BetBoom Team,Team Spirit,Team Spirit,Силы тьмы
5578,2022-05-22,BetBoom Team,Team Spirit,BetBoom Team,Силы света
5579,2021-11-22,Xtreme Gaming,Azure Ray,Xtreme Gaming,Силы света
5580,2022-03-22,Shopify Rebellion,BetBoom Team,BetBoom Team,Силы тьмы
5581,2020-12-12,Shopify Rebellion,Team Liquid,Team Liquid,Силы тьмы
5582,2023-10-10,BetBoom Team,Xtreme Gaming,Xtreme Gaming,Силы тьмы
5583,2021-05-31,Parivision,Team Spirit,Parivision,Силы света
5584,2020-11-21,Team Liquid,Azure Ray,Azure Ray,Силы тьмы
5585,2020-12-26,Tundra Esports,Shopify Rebellion,Tundra Esports,Силы света
5586,2021-08-21,Tundra Esports,Team Spirit,Team Spirit,Силы тьмы
5587,2022-11-14,Parivision,Azure Ray,Azure Ray,Силы тьмы
5588,2021-03-23,Team Liquid,Team Spirit,Team Liquid,Силы света
5589,2023-02-17,Gaimin Gladiators,Team Liquid,Gaimin Gladiators,Силы света
5590,2022-11-30,Team Liquid,Tundra Esports,Team Liquid,Силы света
5591,2023-08-21,Gaimin Gladiators,Xtreme Gaming,Gaimin Gladiators,Силы света
5592,2023-07-14,Tundra Esports,BetBoom Team,BetBoom Team,Силы тьмы
5593,2021-10-08,Heroic,Parivision,Parivision,Силы тьмы
5594,2021-05-23,Gaimin Gladiators,Azure Ray,Azure Ray,Силы тьмы
5595,2021-03-09,Xtreme Gaming,BetBoom Team,Xtreme Gaming,Силы света
5596,2021-06-13,Parivision,Shopify Rebellion,Parivision,Силы света
5597,2020-12-28,Team Liquid,Tundra Esports,Tundra Esports,Силы тьмы
5598,2021-02-24,Heroic,Azure Ray,Heroic,Силы света
5599,2023-08-12,Team Spirit,Xtreme Gaming,Xtreme Gaming,Силы тьмы
5600,2021-04-20,BetBoom Team,Team Spirit,Team Spirit,Силы тьмы
5601,2022-10-16,Tundra Esports,Heroic,Tundra Esports,Силы света
5602,2022-01-30,Xtreme Gaming,Azure Ray,Xtreme Gaming,Силы света
5603,2020-02-23,Parivision,Heroic,Heroic,Силы тьмы
5604,2020-05-15,Shopify Rebellion,Xtreme Gaming,Xtreme Gaming,Силы тьмы
5605,2022-04-18,BetBoom Team,Team Liquid,BetBoom Team,Силы света
5606,2022-10-08,BetBoom Team,Team Liquid,Team Liquid,Силы тьмы
5607,2023-11-01,Shopify Rebellion,Team Spirit,Shopify Rebellion,Силы света
5608,2022-07-06,Shopify Rebellion,Tundra Esports,Shopify Rebellion,Силы света
5609,2021-04-24,Gaimin Gladiators,Tundra Esports,Tundra Esports,Силы тьмы
5610,2022-01-18,Gaimin Gladiators,Shopify Rebellion,Gaimin Gladiators,Силы света
5611,2023-05-30,Azure Ray,Team Spirit,Azure Ray,Силы света
5612,2021-11-26,Xtreme Gaming,Azure Ray,Xtreme Gaming,Силы света
5613,2020-02-25,Gaimin Gladiators,Team Liquid,Team Liquid,Силы тьмы
5614,2022-05-14,Parivision,Tundra Esports,Tundra Esports,Силы тьмы
5615,2022-09-29,BetBoom Team,Gaimin Gladiators,Gaimin Gladiators,Силы тьмы
5616,2021-12-20,Azure Ray,Xtreme Gaming,Xtreme Gaming,Силы тьмы
5617,2020-12-11,Gaimin Gladiators,Tundra Esports,Gaimin Gladiators,Силы света
5618,2023-10-27,Tundra Esports,Gaimin Gladiators,Tundra Esports,Силы света
5619,2022-11-14,Gaimin Gladiators,Parivision,Gaimin Gladiators,Силы света
5620,2022-06-14,Gaimin Gladiators,Azure Ray,Gaimin Gladiators,Силы света
5621,2022-06-16,BetBoom Team,Tundra Esports,BetBoom Team,Силы света
5622,2022-11-05,Tundra Esports,Shopify Rebellion,Shopify Rebellion,Силы тьмы
5623,2021-12-03,Xtreme Gaming,Gaimin Gladiators,Gaimin Gladiators,Силы тьмы
5624,2020-07-19,Team Liquid,Azure Ray,Azure Ray,Силы тьмы
5625,2023-03-10,Parivision,Shopify Rebellion,Shopify Rebellion,Силы тьмы
5626,2022-07-07,Xtreme Gaming,Gaimin Gladiators,Xtreme Gaming,Силы света
5627,2021-05-10,BetBoom Team,Gaimin Gladiators,BetBoom Team,Силы света
5628,2020-04-02,Gaimin Gladiators,Heroic,Heroic,Силы тьмы
5629,2022-04-04,Parivision,Gaimin Gladiators,Gaimin Gladiators,Силы тьмы
5630,2022-04-13,BetBoom Team,Team Spirit,Team Spirit,Силы тьмы
5631,2022-07-08,Tundra Esports,Gaimin Gladiators,Tundra Esports,Силы света
5632,2021-04-26,Heroic,Xtreme Gaming,Xtreme Gaming,Силы тьмы
5633,2020-10-02,Shopify Rebellion,Parivision,Shopify Rebellion,Силы света
5634,2022-10-25,Gaimin Gladiators,Xtreme Gaming,Gaimin Gladiators,Силы света
5635,2021-04-18,Team Liquid,BetBoom Team,Team Liquid,Силы света
5636,2022-02-19,Azure Ray,Heroic,Azure Ray,Силы света
5637,2022-01-02,Parivision,Team Liquid,Parivision,Силы света
5638,2023-10-08,Xtreme Gaming,Team Spirit,Team Spirit,Силы тьмы
5639,2023-07-16,Team Liquid,Tundra Esports,Team Liquid,Силы света
5640,2023-06-25,Team Liquid,Parivision,Parivision,Силы тьмы
5641,2021-12-28,Shopify Rebellion,Tundra Esports,Tundra Esports,Силы тьмы
5642,2020-12-09,Heroic,Gaimin Gladiators,Gaimin Gladiators,Силы тьмы
5643,2023-09-19,BetBoom Team,Gaimin Gladiators,Gaimin Gladiators,Силы тьмы
5644,2023-06-01,Team Spirit,Shopify Rebellion,Team Spirit,Силы света
5645,2021-03-11,Parivision,Xtreme Gaming,Parivision,Силы света
5646,2023-10-27,Azure Ray,Gaimin Gladiators,Azure Ray,Силы света
5647,2023-06-22,Tundra Esports,Heroic,Tundra Esports,Силы света
5648,2022-04-20,Gaimin Gladiators,Shopify Rebellion,Shopify Rebellion,Силы тьмы
5649,2021-12-26,Xtreme Gaming,Azure Ray,Xtreme Gaming,Силы света
5650,2022-12-02,Gaimin Gladiators,Xtreme Gaming,Gaimin Gladiators,Силы света
5651,2021-09-10,Tundra Esports,Heroic,Tundra Esports,Силы света
5652,2021-06-10,Xtreme Gaming,Shopify Rebellion,Xtreme Gaming,Силы света
5653,2023-09-21,Team Spirit,Heroic,Team Spirit,Силы света
5654,2020-08-30,Azure Ray,Team Spirit,Team Spirit,Силы тьмы
5655,2021-06-11,Team Spirit,Team Liquid,Team Liquid,Силы тьмы
5656,2022-08-09,Team Liquid,Parivision,Parivision,Силы тьмы
5657,2021-05-11,BetBoom Team,Shopify Rebellion,Shopify Rebellion,Силы тьмы
5658,2023-06-28,Tundra Esports,Xtreme Gaming,Tundra Esports,Силы света
5659,2021-08-04,Shopify Rebellion,BetBoom Team,BetBoom Team,Силы тьмы
5660,2022-12-04,Tundra Esports,Team Spirit,Team Spirit,Силы тьмы
5661,2022-05-25,Heroic,BetBoom Team,Heroic,Силы света
5662,2023-05-19,Team Liquid,Shopify Rebellion,Shopify Rebellion,Силы тьмы
5663,2020-05-25,Azure Ray,Team Liquid,Team Liquid,Силы тьмы
5664,2022-04-26,Heroic,Team Liquid,Heroic,Силы света
5665,2022-02-25,Parivision,Azure Ray,Parivision,Силы света
5666,2020-03-07,Shopify Rebellion,Gaimin Gladiators,Shopify Rebellion,Силы света
5667,2021-05-02,Xtreme Gaming,Shopify Rebellion,Shopify Rebellion,Силы тьмы
5668,2022-03-26,Xtreme Gaming,Tundra Esports,Xtreme Gaming,Силы света
5669,2022-09-24,Parivision,Gaimin Gladiators,Gaimin Gladiators,Силы тьмы
5670,2020-02-18,Team Spirit,Team Liquid,Team Spirit,Силы света
5671,2023-10-16,Team Spirit,Team Liquid,Team Liquid,Силы тьмы
5672,2020-07-21,Team Spirit,Heroic,Team Spirit,Силы света
5673,2023-02-11,Tundra Esports,BetBoom Team,BetBoom Team,Силы тьмы
5674,2023-06-17,Tundra Esports,Team Liquid,Tundra Esports,Силы света
5675,2023-04-04,Shopify Rebellion,Tundra Esports,Tundra Esports,Силы тьмы
5676,2023-05-23,Azure Ray,BetBoom Team,Azure Ray,Силы света
5677,2021-02-16,Parivision,Team Liquid,Team Liquid,Силы тьмы
5678,2023-10-26,Team Liquid,Gaimin Gladiators,Gaimin Gladiators,Силы тьмы
5679,2022-10-25,Heroic,Gaimin Gladiators,Gaimin Gladiators,Силы тьмы
5680,2022-07-01,Xtreme Gaming,BetBoom Team,BetBoom Team,Силы тьмы
5681,2022-05-10,Heroic,Azure Ray,Heroic,Силы света
5682,2022-05-18,Team Spirit,Azure Ray,Team Spirit,Силы света
5683,2023-01-16,Xtreme Gaming,Gaimin Gladiators,Xtreme Gaming,Силы света
5684,2022-01-21,Heroic,Azure Ray,Heroic,Силы света
5685,2021-07-05,Heroic,Xtreme Gaming,Heroic,Силы света
5686,2021-05-03,Heroic,Team Spirit,Heroic,Силы света
5687,2022-07-05,Team Liquid,Shopify Rebellion,Team Liquid,Силы света
5688,2023-01-30,Shopify Rebellion,Parivision,Shopify Rebellion,Силы света
